audio,label
studio_a_08745.wav,hap
studio_a_04281.wav,dis
studio_a_06268.wav,ang
studio_a_02314.wav,sur
studio_a_07571.wav,sur
studio_a_01026.wav,dis
studio_a_09213.wav,fea
studio_a_00963.wav,ang
studio_a_04602.wav,dis
studio_a_08858.wav,sad
studio_a_05956.wav,ang
studio_a_05025.wav,sur
studio_a_09653.wav,dis
studio_a_10190.wav,dis
studio_a_02572.wav,fea
studio_a_05685.wav,dis
studio_a_06231.wav,neu
studio_a_05391.wav,neu
studio_a_07035.wav,hap
studio_a_02179.wav,hap
studio_a_06292.wav,sad
studio_a_00831.wav,fea
studio_a_10053.wav,fea
studio_a_03067.wav,ang
studio_a_04167.wav,dis
studio_a_05430.wav,hap
studio_a_01755.wav,neu
studio_a_05943.wav,dis
studio_a_06493.wav,ang
studio_a_09678.wav,hap
studio_a_01698.wav,dis
studio_a_04703.wav,neu
studio_a_00101.wav,sad
studio_a_03003.wav,sur
studio_a_00330.wav,sur
studio_a_08667.wav,fea
studio_a_04951.wav,hap
studio_a_08011.wav,neu
studio_a_04665.wav,sad
studio_a_03626.wav,fea
studio_a_02981.wav,ang
studio_a_00299.wav,sad
studio_a_08664.wav,fea
studio_a_06235.wav,fea
studio_a_04271.wav,dis
studio_a_05037.wav,neu
studio_a_09855.wav,fea
studio_a_09801.wav,hap
studio_a_07364.wav,sur
studio_a_07062.wav,neu
studio_a_08820.wav,dis
studio_a_01061.wav,sad
studio_a_03774.wav,sad
studio_a_05196.wav,fea
studio_a_01273.wav,dis
studio_a_01461.wav,sur
studio_a_01109.wav,fea
studio_a_07906.wav,neu
studio_a_09681.wav,sad
studio_a_03346.wav,neu
studio_a_04486.wav,ang
studio_a_01840.wav,hap
studio_a_05193.wav,fea
studio_a_01420.wav,ang
studio_a_08919.wav,dis
studio_a_04592.wav,dis
studio_a_03342.wav,sur
studio_a_06624.wav,sur
studio_a_04574.wav,fea
studio_a_06537.wav,neu
studio_a_05365.wav,sur
studio_a_03495.wav,ang
studio_a_00741.wav,fea
studio_a_01609.wav,fea
studio_a_08475.wav,dis
studio_a_02914.wav,sur
studio_a_03755.wav,ang
studio_a_06459.wav,fea
studio_a_04224.wav,sur
studio_a_04533.wav,neu
studio_a_02252.wav,dis
studio_a_00424.wav,hap
studio_a_00902.wav,sur
studio_a_07424.wav,dis
studio_a_05532.wav,neu
studio_a_05239.wav,sad
studio_a_04937.wav,neu
studio_a_03290.wav,fea
studio_a_06463.wav,hap
studio_a_08139.wav,fea
studio_a_05610.wav,sur
studio_a_07853.wav,ang
studio_a_09562.wav,hap
studio_a_05174.wav,neu
studio_a_00121.wav,hap
studio_a_00444.wav,neu
studio_a_06320.wav,sur
studio_a_00834.wav,fea
studio_a_02271.wav,ang
studio_a_05554.wav,dis
studio_a_04374.wav,dis
studio_a_02230.wav,fea
studio_a_03522.wav,sur
studio_a_07126.wav,ang
studio_a_00520.wav,sad
studio_a_03694.wav,sur
studio_a_04209.wav,hap
studio_a_05011.wav,sur
studio_a_03122.wav,sur
studio_a_08254.wav,dis
studio_a_04150.wav,fea
studio_a_07586.wav,neu
studio_a_00480.wav,dis
studio_a_06080.wav,sad
studio_a_02894.wav,sad
studio_a_02487.wav,dis
studio_a_07675.wav,sur
studio_a_09902.wav,sad
studio_a_00311.wav,sad
studio_a_05552.wav,dis
studio_a_09890.wav,ang
studio_a_03985.wav,sad
studio_a_08829.wav,dis
studio_a_01361.wav,neu
studio_a_03794.wav,sur
studio_a_05289.wav,neu
studio_a_06228.wav,neu
studio_a_00658.wav,dis
studio_a_01358.wav,neu
studio_a_03617.wav,neu
studio_a_06983.wav,hap
studio_a_08542.wav,neu
studio_a_08824.wav,dis
studio_a_06502.wav,hap
studio_a_00715.wav,sur
studio_a_05197.wav,fea
studio_a_05938.wav,dis
studio_a_03926.wav,fea
studio_a_04983.wav,dis
studio_a_09942.wav,neu
studio_a_06568.wav,dis
studio_a_04927.wav,sur
studio_a_04408.wav,hap
studio_a_09847.wav,fea
studio_a_06690.wav,ang
studio_a_08317.wav,sur
studio_a_09747.wav,fea
studio_a_05971.wav,sad
studio_a_07794.wav,neu
studio_a_02347.wav,fea
studio_a_05335.wav,ang
studio_a_08451.wav,fea
studio_a_03627.wav,fea
studio_a_06641.wav,neu
studio_a_08277.wav,ang
studio_a_06638.wav,sur
studio_a_01723.wav,sad
studio_a_03231.wav,sad
studio_a_08925.wav,dis
studio_a_07937.wav,dis
studio_a_06237.wav,fea
studio_a_01932.wav,dis
studio_a_04023.wav,neu
studio_a_08384.wav,sad
studio_a_08730.wav,sad
studio_a_10322.wav,sad
studio_a_05822.wav,dis
studio_a_04712.wav,neu
studio_a_03741.wav,dis
studio_a_07610.wav,fea
studio_a_06041.wav,fea
studio_a_03851.wav,sad
studio_a_02041.wav,ang
studio_a_03468.wav,fea
studio_a_00726.wav,neu
studio_a_03897.wav,neu
studio_a_03197.wav,fea
studio_a_07515.wav,dis
studio_a_03784.wav,sur
studio_a_04468.wav,dis
studio_a_07420.wav,dis
studio_a_07633.wav,ang
studio_a_03344.wav,sur
studio_a_02304.wav,sur
studio_a_07892.wav,sur
studio_a_07108.wav,dis
studio_a_10287.wav,hap
studio_a_06505.wav,sad
studio_a_06126.wav,neu
studio_a_06571.wav,dis
studio_a_09184.wav,sur
studio_a_05337.wav,ang
studio_a_06160.wav,dis
studio_a_00157.wav,hap
studio_a_06222.wav,neu
studio_a_08852.wav,sad
studio_a_08931.wav,ang
studio_a_09474.wav,hap
studio_a_00946.wav,dis
studio_a_05542.wav,fea
studio_a_06252.wav,dis
studio_a_09790.wav,sad
studio_a_05678.wav,dis
studio_a_00859.wav,ang
studio_a_05508.wav,sur
studio_a_02825.wav,hap
studio_a_01414.wav,ang
studio_a_00802.wav,sur
studio_a_07250.wav,sad
studio_a_06920.wav,hap
studio_a_02393.wav,ang
studio_a_05654.wav,fea
studio_a_03056.wav,dis
studio_a_00056.wav,dis
studio_a_00891.wav,sur
studio_a_09575.wav,ang
studio_a_09265.wav,hap
studio_a_01878.wav,ang
studio_a_02456.wav,fea
studio_a_05420.wav,hap
studio_a_02976.wav,ang
studio_a_05434.wav,dis
studio_a_00991.wav,neu
studio_a_04397.wav,hap
studio_a_04539.wav,neu
studio_a_09648.wav,dis
studio_a_09274.wav,sad
studio_a_02133.wav,dis
studio_a_06207.wav,sur
studio_a_06797.wav,dis
studio_a_10127.wav,sur
studio_a_09380.wav,hap
studio_a_06422.wav,sur
studio_a_05539.wav,fea
studio_a_07188.wav,fea
studio_a_08602.wav,hap
studio_a_05476.wav,sad
studio_a_05973.wav,sad
studio_a_06429.wav,neu
studio_a_00586.wav,ang
studio_a_09312.wav,neu
studio_a_02391.wav,ang
studio_a_08689.wav,dis
studio_a_04328.wav,sur
studio_a_02108.wav,neu
studio_a_00221.wav,dis
studio_a_06665.wav,fea
studio_a_06767.wav,fea
studio_a_03647.wav,dis
studio_a_10084.wav,ang
studio_a_00654.wav,dis
studio_a_08214.wav,neu
studio_a_04490.wav,sad
studio_a_03153.wav,ang
studio_a_08026.wav,fea
studio_a_01120.wav,dis
studio_a_02899.wav,sad
studio_a_10147.wav,neu
studio_a_09722.wav,hap
studio_a_08756.wav,sur
studio_a_02535.wav,hap
studio_a_07589.wav,neu
studio_a_07306.wav,dis
studio_a_09165.wav,sad
studio_a_03964.wav,ang
studio_a_05347.wav,sad
studio_a_05527.wav,neu
studio_a_07911.wav,neu
studio_a_02132.wav,dis
studio_a_03716.wav,fea
studio_a_09572.wav,ang
studio_a_06569.wav,dis
studio_a_04367.wav,fea
studio_a_05061.wav,fea
studio_a_05599.wav,hap
studio_a_09469.wav,ang
studio_a_03738.wav,dis
studio_a_08155.wav,dis
studio_a_09824.wav,sur
studio_a_05740.wav,sur
studio_a_08424.wav,sur
studio_a_09557.wav,dis
studio_a_04423.wav,sad
studio_a_08883.wav,neu
studio_a_08786.wav,hap
studio_a_04628.wav,ang
studio_a_04804.wav,hap
studio_a_02480.wav,dis
studio_a_06770.wav,fea
studio_a_08681.wav,dis
studio_a_04610.wav,hap
studio_a_05452.wav,ang
studio_a_08176.wav,ang
studio_a_02719.wav,neu
studio_a_09077.wav,sur
studio_a_05742.wav,sur
studio_a_00392.wav,dis
studio_a_03186.wav,neu
studio_a_06068.wav,ang
studio_a_06695.wav,ang
studio_a_02159.wav,sad
studio_a_07772.wav,hap
studio_a_07344.wav,hap
studio_a_00900.wav,sur
studio_a_00087.wav,ang
studio_a_05856.wav,sad
studio_a_03246.wav,hap
studio_a_05215.wav,dis
studio_a_09910.wav,sad
studio_a_09905.wav,sad
studio_a_06596.wav,hap
studio_a_02401.wav,hap
studio_a_00060.wav,dis
studio_a_01658.wav,hap
studio_a_06478.wav,dis
studio_a_09831.wav,neu
studio_a_06628.wav,sur
studio_a_07287.wav,fea
studio_a_10303.wav,ang
studio_a_00878.wav,sad
studio_a_01438.wav,sad
studio_a_04861.wav,dis
studio_a_05866.wav,sad
studio_a_08691.wav,dis
studio_a_04899.wav,sad
studio_a_02346.wav,fea
studio_a_00853.wav,dis
studio_a_05858.wav,sad
studio_a_06161.wav,dis
studio_a_03341.wav,sur
studio_a_01627.wav,ang
studio_a_06121.wav,neu
studio_a_03196.wav,fea
studio_a_01934.wav,dis
studio_a_04418.wav,sad
studio_a_04751.wav,dis
studio_a_04243.wav,hap
studio_a_00439.wav,sur
studio_a_00908.wav,neu
studio_a_06835.wav,sur
studio_a_08862.wav,sad
studio_a_06707.wav,sad
studio_a_04160.wav,dis
studio_a_02940.wav,fea
studio_a_00374.wav,fea
studio_a_03970.wav,ang
studio_a_00907.wav,neu
studio_a_02354.wav,fea
studio_a_08493.wav,ang
studio_a_05296.wav,fea
studio_a_06093.wav,sad
studio_a_08307.wav,sur
studio_a_08950.wav,sad
studio_a_04887.wav,ang
studio_a_09493.wav,sur
studio_a_07893.wav,sur
studio_a_03761.wav,hap
studio_a_08601.wav,ang
studio_a_09411.wav,neu
studio_a_09832.wav,neu
studio_a_09559.wav,dis
studio_a_01241.wav,neu
studio_a_08789.wav,neu
studio_a_08385.wav,sad
studio_a_00229.wav,dis
studio_a_03825.wav,dis
studio_a_04302.wav,sad
studio_a_05265.wav,sur
studio_a_02336.wav,neu
studio_a_08198.wav,hap
studio_a_06572.wav,dis
studio_a_05104.wav,ang
studio_a_05537.wav,fea
studio_a_02046.wav,ang
studio_a_05114.wav,ang
studio_a_05504.wav,sur
studio_a_08310.wav,sur
studio_a_06566.wav,dis
studio_a_00226.wav,hap
studio_a_09430.wav,fea
studio_a_04381.wav,dis
studio_a_00366.wav,neu
studio_a_01941.wav,hap
studio_a_08561.wav,fea
studio_a_02508.wav,ang
studio_a_03901.wav,neu
studio_a_09318.wav,fea
studio_a_02954.wav,dis
studio_a_05912.wav,neu
studio_a_07992.wav,sur
studio_a_06850.wav,neu
studio_a_01602.wav,fea
studio_a_00154.wav,neu
studio_a_06964.wav,neu
studio_a_01008.wav,hap
studio_a_04352.wav,hap
studio_a_02700.wav,hap
studio_a_10018.wav,hap
studio_a_05995.wav,sur
studio_a_00023.wav,hap
studio_a_02340.wav,hap
studio_a_08910.wav,fea
studio_a_10319.wav,sad
studio_a_02071.wav,hap
studio_a_00234.wav,dis
studio_a_00250.wav,ang
studio_a_07708.wav,fea
studio_a_09926.wav,sur
studio_a_00304.wav,sad
studio_a_00705.wav,hap
studio_a_08191.wav,sad
studio_a_02370.wav,dis
studio_a_07955.wav,ang
studio_a_03066.wav,ang
studio_a_01495.wav,neu
studio_a_03658.wav,ang
studio_a_08210.wav,sur
studio_a_07459.wav,sur
studio_a_03668.wav,ang
studio_a_04274.wav,dis
studio_a_09339.wav,dis
studio_a_09768.wav,dis
studio_a_01635.wav,ang
studio_a_05703.wav,ang
studio_a_00977.wav,sur
studio_a_02604.wav,ang
studio_a_07767.wav,hap
studio_a_07429.wav,ang
studio_a_06948.wav,sur
studio_a_05819.wav,dis
studio_a_00920.wav,hap
studio_a_04195.wav,sad
studio_a_05216.wav,ang
studio_a_03813.wav,fea
studio_a_07561.wav,sad
studio_a_04225.wav,sur
studio_a_07221.wav,ang
studio_a_06634.wav,sur
studio_a_05166.wav,sur
studio_a_07951.wav,ang
studio_a_03747.wav,ang
studio_a_06396.wav,sad
studio_a_05351.wav,sad
studio_a_04001.wav,sur
studio_a_08415.wav,sur
studio_a_06890.wav,dis
studio_a_09461.wav,ang
studio_a_05475.wav,sad
studio_a_00796.wav,hap
studio_a_09367.wav,sad
studio_a_05670.wav,fea
studio_a_04027.wav,neu
studio_a_09250.wav,ang
studio_a_05672.wav,fea
studio_a_04656.wav,sad
studio_a_06177.wav,ang
studio_a_04036.wav,neu
studio_a_02205.wav,neu
studio_a_03515.wav,sad
studio_a_07574.wav,sur
studio_a_03898.wav,neu
studio_a_03470.wav,fea
studio_a_05722.wav,sad
studio_a_02235.wav,fea
studio_a_09321.wav,fea
studio_a_08769.wav,sur
studio_a_05397.wav,neu
studio_a_04591.wav,dis
studio_a_03000.wav,sur
studio_a_03803.wav,neu
studio_a_02967.wav,hap
studio_a_01591.wav,neu
studio_a_05415.wav,fea
studio_a_06792.wav,dis
studio_a_00684.wav,hap
studio_a_06766.wav,fea
studio_a_09687.wav,sad
studio_a_04478.wav,ang
studio_a_03881.wav,sur
studio_a_03389.wav,ang
studio_a_09143.wav,dis
studio_a_09812.wav,sur
studio_a_03524.wav,sur
studio_a_01524.wav,dis
studio_a_10115.wav,hap
studio_a_08798.wav,fea
studio_a_01062.wav,sad
studio_a_05643.wav,neu
studio_a_07227.wav,ang
studio_a_01161.wav,sur
studio_a_09703.wav,hap
studio_a_05831.wav,ang
studio_a_00109.wav,hap
studio_a_05990.wav,hap
studio_a_05175.wav,neu
studio_a_04889.wav,hap
studio_a_08312.wav,sur
studio_a_00954.wav,ang
studio_a_00133.wav,sur
studio_a_06368.wav,dis
studio_a_02917.wav,sur
studio_a_09979.wav,ang
studio_a_09843.wav,hap
studio_a_07989.wav,sur
studio_a_06923.wav,sad
studio_a_00349.wav,sur
studio_a_08635.wav,sur
studio_a_06670.wav,hap
studio_a_09369.wav,sad
studio_a_03157.wav,sad
studio_a_00637.wav,neu
studio_a_00867.wav,ang
studio_a_02135.wav,dis
studio_a_09981.wav,ang
studio_a_05778.wav,neu
studio_a_04117.wav,sur
studio_a_00408.wav,ang
studio_a_04780.wav,hap
studio_a_01835.wav,neu
studio_a_04754.wav,dis
studio_a_09677.wav,hap
studio_a_03473.wav,hap
studio_a_09817.wav,sur
studio_a_10327.wav,hap
studio_a_01400.wav,dis
studio_a_03589.wav,ang
studio_a_09748.wav,fea
studio_a_03199.wav,fea
studio_a_06511.wav,sad
studio_a_09054.wav,sad
studio_a_09097.wav,neu
studio_a_02423.wav,sur
studio_a_01038.wav,ang
studio_a_08182.wav,sad
studio_a_07345.wav,hap
studio_a_01303.wav,hap
studio_a_10243.wav,sur
studio_a_02841.wav,hap
studio_a_03624.wav,fea
studio_a_08219.wav,neu
studio_a_04183.wav,ang
studio_a_06370.wav,dis
studio_a_08941.wav,ang
studio_a_08739.wav,sad
studio_a_08954.wav,sad
studio_a_09288.wav,sur
studio_a_01149.wav,sad
studio_a_07528.wav,dis
studio_a_04562.wav,fea
studio_a_01616.wav,dis
studio_a_02342.wav,fea
studio_a_06536.wav,neu
studio_a_02326.wav,neu
studio_a_00162.wav,neu
studio_a_08004.wav,neu
studio_a_05768.wav,neu
studio_a_02950.wav,dis
studio_a_02245.wav,dis
studio_a_09690.wav,sad
studio_a_07407.wav,fea
studio_a_01443.wav,sad
studio_a_06397.wav,sad
studio_a_08156.wav,dis
studio_a_07834.wav,dis
studio_a_06338.wav,neu
studio_a_06138.wav,fea
studio_a_03595.wav,sad
studio_a_07572.wav,sur
studio_a_02993.wav,sad
studio_a_05655.wav,fea
studio_a_00599.wav,sad
studio_a_04051.wav,fea
studio_a_09373.wav,sad
studio_a_03873.wav,sur
studio_a_04426.wav,sad
studio_a_06721.wav,hap
studio_a_00623.wav,sur
studio_a_01982.wav,neu
studio_a_04205.wav,hap
studio_a_05034.wav,neu
studio_a_08260.wav,dis
studio_a_10137.wav,sur
studio_a_06225.wav,neu
studio_a_02466.wav,fea
studio_a_06334.wav,neu
studio_a_03821.wav,dis
studio_a_03691.wav,sur
studio_a_04729.wav,fea
studio_a_02709.wav,sur
studio_a_08365.wav,dis
studio_a_02653.wav,neu
studio_a_00671.wav,ang
studio_a_00533.wav,sur
studio_a_06514.wav,sad
studio_a_03320.wav,sad
studio_a_08452.wav,fea
studio_a_04944.wav,neu
studio_a_04421.wav,sad
studio_a_06008.wav,sur
studio_a_00422.wav,sad
studio_a_05761.wav,sur
studio_a_09543.wav,fea
studio_a_03291.wav,fea
studio_a_03300.wav,dis
studio_a_07244.wav,hap
studio_a_04238.wav,neu
studio_a_07567.wav,sad
studio_a_07187.wav,fea
studio_a_09609.wav,sur
studio_a_06092.wav,sad
studio_a_04280.wav,dis
studio_a_00151.wav,neu
studio_a_01015.wav,fea
studio_a_08952.wav,hap
studio_a_05980.wav,sad
studio_a_00633.wav,neu
studio_a_05131.wav,sad
studio_a_04753.wav,dis
studio_a_00156.wav,neu
studio_a_06632.wav,sur
studio_a_02506.wav,ang
studio_a_04024.wav,neu
studio_a_04631.wav,ang
studio_a_04580.wav,fea
studio_a_07479.wav,neu
studio_a_09533.wav,fea
studio_a_02419.wav,sur
studio_a_03114.wav,sur
studio_a_06577.wav,dis
studio_a_09670.wav,ang
studio_a_09950.wav,fea
studio_a_05414.wav,fea
studio_a_09391.wav,sur
studio_a_00342.wav,sur
studio_a_00877.wav,sad
studio_a_04283.wav,dis
studio_a_02694.wav,sad
studio_a_03229.wav,sad
studio_a_03820.wav,dis
studio_a_01880.wav,ang
studio_a_08712.wav,ang
studio_a_01512.wav,hap
studio_a_08835.wav,hap
studio_a_01088.wav,neu
studio_a_03959.wav,ang
studio_a_08294.wav,sad
studio_a_05121.wav,sad
studio_a_01872.wav,ang
studio_a_00431.wav,sur
studio_a_06007.wav,sur
studio_a_00395.wav,dis
studio_a_00434.wav,sur
studio_a_01000.wav,neu
studio_a_06401.wav,sad
studio_a_03552.wav,neu
studio_a_03625.wav,fea
studio_a_07624.wav,dis
studio_a_02797.wav,sad
studio_a_05684.wav,dis
studio_a_10108.wav,sad
studio_a_09208.wav,neu
studio_a_02772.wav,ang
studio_a_04597.wav,dis
studio_a_06140.wav,fea
studio_a_00181.wav,fea
studio_a_06230.wav,neu
studio_a_07712.wav,fea
studio_a_02189.wav,sur
studio_a_01214.wav,sad
studio_a_05091.wav,hap
studio_a_05048.wav,neu
studio_a_08077.wav,sad
studio_a_03140.wav,dis
studio_a_07024.wav,sad
studio_a_05063.wav,fea
studio_a_09107.wav,hap
studio_a_01987.wav,neu
studio_a_09311.wav,neu
studio_a_05917.wav,neu
studio_a_09535.wav,fea
studio_a_09338.wav,dis
studio_a_07215.wav,ang
studio_a_09331.wav,dis
studio_a_06692.wav,ang
studio_a_09583.wav,ang
studio_a_06411.wav,sur
studio_a_06884.wav,dis
studio_a_01937.wav,hap
studio_a_10122.wav,hap
studio_a_01877.wav,ang
studio_a_07263.wav,sur
studio_a_04589.wav,hap
studio_a_08626.wav,sur
studio_a_07579.wav,sur
studio_a_09961.wav,dis
studio_a_00340.wav,sur
studio_a_06934.wav,hap
studio_a_00106.wav,sad
studio_a_02076.wav,sur
studio_a_00598.wav,sad
studio_a_00628.wav,neu
studio_a_02382.wav,hap
studio_a_01542.wav,ang
studio_a_03730.wav,dis
studio_a_03564.wav,fea
studio_a_07111.wav,dis
studio_a_08201.wav,sur
studio_a_03719.wav,fea
studio_a_06253.wav,dis
studio_a_08393.wav,sad
studio_a_02478.wav,hap
studio_a_09511.wav,neu
studio_a_02124.wav,hap
studio_a_06055.wav,dis
studio_a_03264.wav,hap
studio_a_07410.wav,hap
studio_a_06044.wav,fea
studio_a_05648.wav,hap
studio_a_09358.wav,ang
studio_a_08357.wav,dis
studio_a_01006.wav,fea
studio_a_09778.wav,ang
studio_a_09594.wav,sad
studio_a_04726.wav,fea
studio_a_01807.wav,hap
studio_a_05830.wav,hap
studio_a_05961.wav,ang
studio_a_06000.wav,sur
studio_a_07981.wav,sad
studio_a_10203.wav,ang
studio_a_09419.wav,neu
studio_a_06339.wav,neu
studio_a_10133.wav,sur
studio_a_08252.wav,dis
studio_a_06718.wav,hap
studio_a_01360.wav,neu
studio_a_08296.wav,hap
studio_a_01870.wav,ang
studio_a_00018.wav,neu
studio_a_04411.wav,hap
studio_a_01047.wav,ang
studio_a_00734.wav,neu
studio_a_03306.wav,ang
studio_a_05902.wav,sur
studio_a_09456.wav,dis
studio_a_04581.wav,fea
studio_a_00915.wav,neu
studio_a_09621.wav,neu
studio_a_09348.wav,ang
studio_a_04128.wav,neu
studio_a_08571.wav,hap
studio_a_07646.wav,sad
studio_a_03538.wav,hap
studio_a_05816.wav,dis
studio_a_01751.wav,sur
studio_a_08659.wav,fea
studio_a_00619.wav,sur
studio_a_00351.wav,sur
studio_a_06494.wav,ang
studio_a_05880.wav,hap
studio_a_06751.wav,neu
studio_a_02023.wav,dis
studio_a_09055.wav,sad
studio_a_06686.wav,dis
studio_a_05190.wav,fea
studio_a_04159.wav,dis
studio_a_04472.wav,dis
studio_a_09896.wav,ang
studio_a_04554.wav,neu
studio_a_02828.wav,neu
studio_a_06595.wav,hap
studio_a_07426.wav,ang
studio_a_02350.wav,fea
studio_a_08249.wav,dis
studio_a_07608.wav,fea
studio_a_00216.wav,dis
studio_a_06037.wav,fea
studio_a_06580.wav,ang
studio_a_02973.wav,ang
studio_a_00967.wav,sad
studio_a_02433.wav,sur
studio_a_09706.wav,sur
studio_a_04003.wav,sur
studio_a_02502.wav,ang
studio_a_02002.wav,fea
studio_a_09683.wav,sad
studio_a_05045.wav,neu
studio_a_06585.wav,ang
studio_a_00117.wav,sur
studio_a_00045.wav,hap
studio_a_01453.wav,sad
studio_a_01042.wav,hap
studio_a_07132.wav,sad
studio_a_01225.wav,hap
studio_a_03268.wav,sur
studio_a_02008.wav,fea
studio_a_03545.wav,neu
studio_a_03451.wav,neu
studio_a_08374.wav,ang
studio_a_01556.wav,sad
studio_a_00127.wav,sur
studio_a_03110.wav,sur
studio_a_03598.wav,sad
studio_a_09953.wav,fea
studio_a_05042.wav,neu
studio_a_05446.wav,ang
studio_a_07220.wav,ang
studio_a_02645.wav,sur
studio_a_00178.wav,fea
studio_a_03931.wav,fea
studio_a_05146.wav,hap
studio_a_09719.wav,sur
studio_a_00179.wav,fea
studio_a_02121.wav,fea
studio_a_10162.wav,fea
studio_a_03176.wav,sur
studio_a_06951.wav,sur
studio_a_08522.wav,sur
studio_a_04251.wav,hap
studio_a_04952.wav,hap
studio_a_07717.wav,fea
studio_a_00652.wav,fea
studio_a_05124.wav,sad
studio_a_00789.wav,sad
studio_a_04767.wav,ang
studio_a_09156.wav,ang
studio_a_09314.wav,neu
studio_a_00500.wav,ang
studio_a_06617.wav,hap
