audio,label,gender,text
KETI_MULTIMODAL_0000000017_07.wav,ang,male,아 뭘 어떡해?! 절대 비밀로 해야지. 다행히 자네 장모 신문이나 뉴스 같은 거 잘 안 보는 인사니 그냥 우리 둘이 입만 다물고 있으면 그냥 모르고 지나갈 수도 있어.
KETI_MULTIMODAL_0000000027_00.wav,neu,female,"덕화씨, 애 낳을 때 지순씨랑 연락 안 돼서 힘들지 않았어요?"
KETI_MULTIMODAL_0000000027_01.wav,neu,male,"아이, 하지 말라니까. 아, 나 또 오 유캔 텔미 와이. 잉. 난 오늘만 산다. 똑같죠?"
KETI_MULTIMODAL_0000000027_02.wav,hap,male,"내 눈엔 자기도 이나영이야. 원빈, 이나영. 결혼식도 우리랑 되게 비슷하게 했더라고요. 예물, 예단, 아무것도 없이 소박하게."
KETI_MULTIMODAL_0000000027_03.wav,neu,female,남자가 책임질 일이 어디까진데요? 키스는 아닌 거죠?
KETI_MULTIMODAL_0000000027_04.wav,con,female,"아니, 왜 이래? 벌써 취했니?"
KETI_MULTIMODAL_0000000027_05.wav,hap,male,근데 제수씨는 정대리 어디가 좋았어요?
KETI_MULTIMODAL_0000000027_06.wav,neu,male,"아이, 모르는 척 하다니. 남자가 책임질 일 했으면 책임져야지."
KETI_MULTIMODAL_0000000027_07.wav,hap,male,"아이, 센스쟁이."
KETI_MULTIMODAL_0000000027_08.wav,sur,male,정대리님은 소박이 아니라 궁상.
KETI_MULTIMODAL_0000000045_00.wav,neu,female,네!
KETI_MULTIMODAL_0000000045_01.wav,neu,female,네!
KETI_MULTIMODAL_0000000046_00.wav,neu,female,응
KETI_MULTIMODAL_0000000046_01.wav,neu,female,"죄송한데 다음주 토요일 수업, 금요일에 할 수 있을까요?"
KETI_MULTIMODAL_0000000046_02.wav,neu,female,제가 일이 좀 생겨서요
KETI_MULTIMODAL_0000000046_03.wav,neu,female,나도 일이 있어서 좀 어려울 것 같은데
KETI_MULTIMODAL_0000000048_00.wav,neu,female,들어가세요
KETI_MULTIMODAL_0000000048_01.wav,neu,male,별일 없지?
KETI_MULTIMODAL_0000000048_02.wav,neu,female,네
KETI_MULTIMODAL_0000000048_03.wav,neu,male,수고해
KETI_MULTIMODAL_0000000048_04.wav,neu,female,안녕히 가세요
KETI_MULTIMODAL_0000000049_00.wav,neu,female,안녕하세요
KETI_MULTIMODAL_0000000049_01.wav,neu,female,다음부터 늦지마
KETI_MULTIMODAL_0000000049_02.wav,neu,female,죄송합니다
KETI_MULTIMODAL_0000000050_00.wav,neu,female,"여기선, 자 봐봐. 로그 에이, 비는 씨에이, 씨비. 이렇게 해야돼."
KETI_MULTIMODAL_0000000050_01.wav,neu,female,뭐 안 틀릴때까지 계속 풀어보고. 더 열심히 해야지.
KETI_MULTIMODAL_0000000051_00.wav,neu,female,응. 그래.
KETI_MULTIMODAL_0000000051_01.wav,neu,female,틀린거 다시 풀어보고.
KETI_MULTIMODAL_0000000051_02.wav,neu,female,과외비요!
KETI_MULTIMODAL_0000000051_03.wav,neu,female,네
KETI_MULTIMODAL_0000000052_00.wav,neu,female,민철씨 혹시 금요일 야간 대타 좀 서줄 수 있어요?
KETI_MULTIMODAL_0000000052_01.wav,neu,female,네
KETI_MULTIMODAL_0000000052_02.wav,neu,female,고마워요. 대신 다른 날 제가 할게요.
KETI_MULTIMODAL_0000000052_03.wav,neu,female,들어가세요
KETI_MULTIMODAL_0000000053_00.wav,neu,female,어 왔어?
KETI_MULTIMODAL_0000000053_01.wav,hap,female,아니야. 축하해. 
KETI_MULTIMODAL_0000000054_00.wav,neu,female,저 선생님.
KETI_MULTIMODAL_0000000054_01.wav,neu,female,응?
KETI_MULTIMODAL_0000000054_02.wav,neu,female,저번에 금요일로 바꾸는거요.
KETI_MULTIMODAL_0000000054_03.wav,neu,female,"아, 그거."
KETI_MULTIMODAL_0000000054_04.wav,neu,female,선생님이 바꿔주시는게 맞는 것 같아요
KETI_MULTIMODAL_0000000054_05.wav,neu,female,"어, 왜?"
KETI_MULTIMODAL_0000000054_06.wav,neu,female,그래도 제가 돈 내고 하는건데. 선생님이 바꿔주시는게 맞는 것 같아요.
KETI_MULTIMODAL_0000000054_07.wav,neu,female,그게 무슨 말이야?
KETI_MULTIMODAL_0000000054_08.wav,neu,female,저는 안되니까 바꿔주세요.
KETI_MULTIMODAL_0000000054_09.wav,neu,female,너 말대로 선생님이 바꿔줄 수 있는데. 돈이랑 상관없어. 돈 때문이 아니야.
KETI_MULTIMODAL_0000000054_010.wav,neu,female,그럼요? 
KETI_MULTIMODAL_0000000055_00.wav,neu,female,민정아. 그렇게 생각 안했으면 좋겠어. 그리고 이런식으로 이야기하는거 아니야.
KETI_MULTIMODAL_0000000055_01.wav,neu,female,죄송합니다.
KETI_MULTIMODAL_0000000055_02.wav,neu,female,우선 이번에는 금요일에 하는걸로 하자. 문제 풀어.
KETI_MULTIMODAL_0000000055_03.wav,neu,female,네
KETI_MULTIMODAL_0000000056_00.wav,neu,female,"시선을 골고루 보내야 자신감도 있어보이고, 커뮤니케이션에 적극성도 느껴지고. 호소력도 있잖아요."
KETI_MULTIMODAL_0000000056_01.wav,neu,male,그리고 그 모르는 질문하고 아는 질문에 대한 격차가 너무 크신것같아요. 그니까 모르는게 나왔을때 티가 너무 많이 나서. 그거 실제 면접장에서는 그렇게 한 번 버벅거리면은 다시는 질문 안하거든요.
KETI_MULTIMODAL_0000000056_02.wav,neu,female,"내용면에 있어서, 그 사안에 대해 좀 더 체계적으로 접근 하시면 좋을것 같아요. 지금은 한가지 측면에서만 접근해서 조금 미흡하지 않았나 그런 생각이 듭니다."
KETI_MULTIMODAL_0000000056_03.wav,neu,male,그래도 주제선정은 굉장히 괜찮았어요. 근데 조금만 더 자신감을 갖고 하면 더 좋을 것 같아요. 네. 여기까지 하죠. 승택씨 수고하셨고요. 월요일에는 소영씨가 발표할 차례 맞죠?
KETI_MULTIMODAL_0000000056_04.wav,neu,female,네
KETI_MULTIMODAL_0000000056_05.wav,neu,female,네
KETI_MULTIMODAL_0000000056_06.wav,neu,female,수고하셨습니다
KETI_MULTIMODAL_0000000057_00.wav,neu,female,예?
KETI_MULTIMODAL_0000000057_01.wav,neu,female,아니요 그
KETI_MULTIMODAL_0000000057_02.wav,neu,male,그럼 좀 도와줘
KETI_MULTIMODAL_0000000057_03.wav,neu,female,네
KETI_MULTIMODAL_0000000059_00.wav,neu,male,소영씨 저 금요일에 안될거 같아요.
KETI_MULTIMODAL_0000000059_01.wav,neu,female,"어, 된다고 하셨잖아요."
KETI_MULTIMODAL_0000000060_00.wav,neu,female,월요일 저녁은 제가 안되는데.
KETI_MULTIMODAL_0000000060_01.wav,neu,female,갑자기 일이 생겨서요.
KETI_MULTIMODAL_0000000060_02.wav,neu,female,물어봤어요
KETI_MULTIMODAL_0000000061_00.wav,neu,female,"예, 알았습니다. 들어가세요."
KETI_MULTIMODAL_0000000061_01.wav,neu,female,"어, 안녕하세요."
KETI_MULTIMODAL_0000000061_02.wav,neu,male,"아, 네."
KETI_MULTIMODAL_0000000061_03.wav,neu,male,자. 집까지는 택시타고 가. 나 영자씨좀 보고 갈게.
KETI_MULTIMODAL_0000000061_04.wav,neu,female,"사장님, 사장님. 저 사람이에요. 김산호. 아, 봐도봐도 괜찮은데 대체 왜 헤어졌나 몰라. 그냥 잘 돼서 시집가으면 좋았을 텐데. 안 그래요, 사장님?"
KETI_MULTIMODAL_0000000062_00.wav,neu,male,다녀오겠습니다.
KETI_MULTIMODAL_0000000062_01.wav,neu,male,아뇨.
KETI_MULTIMODAL_0000000062_02.wav,neu,male,그래. 알았어. 수고해.
KETI_MULTIMODAL_0000000063_00.wav,neu,male,"아니, 왜 그러세요?"
KETI_MULTIMODAL_0000000063_01.wav,neu,female,"우리 남편이 회사 잘렸으니 대출금 어떡할 거녜. 평생 다닌 직정서 잘린 와이프한테 위로는 못해줄 망정 어떻게 이럴 수가 있어, 응? 이게 무슨 남편이니? 나 이런 사람이랑 계속 살아야 돼?"
KETI_MULTIMODAL_0000000063_02.wav,ang,female,제부 진짜 웃기는 사람이네?
KETI_MULTIMODAL_0000000063_03.wav,sur,male,네?
KETI_MULTIMODAL_0000000063_04.wav,ang,female,"제부가 뭔데 우리 남편이 너무하네 마네 평가질이야? 그러는 제부는 남편역할 제대로 하고 살아, 어?"
KETI_MULTIMODAL_0000000063_05.wav,sad,male,"아, 진정하세요. 에이, 아, 진짜 이럴 때 위로는 못해줄 망정 그렇게 말하면 속상하죠. 남편분이 너무하긴 너무하셨네요. 저기, 이걸로 눈물 좀 닦으세..아니, 왜, 왜 그러세요? "
KETI_MULTIMODAL_0000000063_06.wav,neu,female,아까 내가 준 대전 찜질방 쿠폰 내놓으라고.
KETI_MULTIMODAL_0000000063_07.wav,neu,female,"빨리, 빨리, 빨리 줘. 빨리 줘."
KETI_MULTIMODAL_0000000063_08.wav,sad,female,"처가에서 구박받고 산다고 해서 불쌍한 마음에 이렇게 챙겨줬더니만 이제보니 왜 구박받고 사는 지 알겠네, 응? 장모님이 너무하다 싶었는데, 이제보니 장모님이 부처님이 따로 없어, 부처님이. 어? 얼마나 관세음보살을 외치셨을까, 관세음보살. 아우, 정말."
KETI_MULTIMODAL_0000000064_00.wav,neu,male,"어, 그래. 조심히 가."
KETI_MULTIMODAL_0000000064_01.wav,hap,male,영자씨 표정이 안 좋네. 뭐 안 좋은 일 있어?
KETI_MULTIMODAL_0000000064_02.wav,hap,female,"예? 아, 아니요. 그냥 좀 피곤해서요. 아, 다 왔네요. 여기 세워주세요."
KETI_MULTIMODAL_0000000064_03.wav,neu,male,어.
KETI_MULTIMODAL_0000000064_04.wav,neu,female,예?
KETI_MULTIMODAL_0000000064_05.wav,hap,female,저는 맘정리한지 오래됐어요. 신경 안 써요.
KETI_MULTIMODAL_0000000064_06.wav,neu,male,"아, 그래? 아, 내가 괜한 걸 물었나보네."
KETI_MULTIMODAL_0000000064_07.wav,hap,female,가볼게요.
KETI_MULTIMODAL_0000000064_08.wav,neu,male,"아, 잠깐만요, 영자씨. 아, 그게. 라부장한테 들었어. 김산호랑 한 건물에 있다며. 아까 우연히 봤어. 라부장이 알려주더라고. 김산호라고."
KETI_MULTIMODAL_0000000065_00.wav,neu,male,"어때, 아직도 내 키스가 노가리같아?"
KETI_MULTIMODAL_0000000065_01.wav,neu,female,그럼 오빠. 내 키스가 아직도 닭똥집 같냐?
KETI_MULTIMODAL_0000000065_02.wav,neu,male,"아, 나도 아니야. 나도 이 집에 여자 데리고 온 거 처음이라고."
KETI_MULTIMODAL_0000000065_03.wav,neu,female,"아, 목말라. 술 있댔지? 술을 찾아라 술."
KETI_MULTIMODAL_0000000065_04.wav,neu,female,"어, 오빠. 오빠. 나 쉽게 보면 안 된다? 나 술먹고 이렇게 남자 집에 온 거 처음이야. 나 원래 이런 애 아니라고."
KETI_MULTIMODAL_0000000069_00.wav,neu,male,엄마. 나 간다.
KETI_MULTIMODAL_0000000075_00.wav,sur,female,뭐야? 지금 나 덮치려 그랬지?
KETI_MULTIMODAL_0000000075_01.wav,sur,male,"야, 덮치긴 뭘 덮쳐? 나 그냥 넘어진 거거든? 야, 근데, 이게 대체 어떻게 된 일이냐? 어? 네가 여기 왜 있는 건데?"
KETI_MULTIMODAL_0000000075_02.wav,sur,female,"기억 안 나? 오빠가 술 한잔 더 하고 가라고 끌고 왔잖아. 나 끌어들였잖아, 여기!"
KETI_MULTIMODAL_0000000076_00.wav,sur,female,됐어요
KETI_MULTIMODAL_0000000076_01.wav,sur,female,지순씨? 영애씨? 덥다 지순씨 결혼 축하해
KETI_MULTIMODAL_0000000076_02.wav,hap,male,아 근데 결혼식은 제가 하는데 라과장님이 이렇게 힘을 주고 오셨어요?
KETI_MULTIMODAL_0000000076_03.wav,hap,female,왜냐구? 내 사회적 지위가 달라졌거든
KETI_MULTIMODAL_0000000076_04.wav,sur,male,사회적 지위가 달라져요? 무슨
KETI_MULTIMODAL_0000000076_05.wav,hap,female,나 이제 상무야 영애씨는 사장이구
KETI_MULTIMODAL_0000000076_06.wav,sur,male,네?
KETI_MULTIMODAL_0000000076_07.wav,neu,female,우리 창업했어요
KETI_MULTIMODAL_0000000076_08.wav,sur,male,정말요?
KETI_MULTIMODAL_0000000076_09.wav,ang,female,자세한 얘기는 나중에 따로하고 이따 봐요
KETI_MULTIMODAL_0000000076_010.wav,neu,male,예 예 들어가세요
KETI_MULTIMODAL_0000000076_011.wav,neu,female,자기는 왜 이렇게 노말하게 입고 왔어 내 모자라도 빌려줘?
KETI_MULTIMODAL_0000000077_00.wav,neu,female,두식아
KETI_MULTIMODAL_0000000077_01.wav,hap,female,그만하세요 축의금이나 내고 가요 자 수고하고 나중에 봐 기운내고
KETI_MULTIMODAL_0000000077_02.wav,dis,female,아 지루해 누가 네 하소연 듣고 싶댔니? 어디서 징징거려 확 그냥
KETI_MULTIMODAL_0000000077_03.wav,dis,male,아니에요 요즘 진짜 힘들어요 혼자 작업 다한다고 맨날 밤새고 두분 내쫓았다고 정대리님은 또 저 얼마나 미워하시는데요 저 진짜 낙원사 다니기 싫어요 하루하루가 아주 지옥 같다구요
KETI_MULTIMODAL_0000000077_04.wav,neu,male,정대리님이 부탁하셔서
KETI_MULTIMODAL_0000000077_05.wav,hap,female,지가 언제부터 상사를 그렇게 깍듯이 모셨다고
KETI_MULTIMODAL_0000000077_06.wav,neu,female,우리 내쫓고 디자인팀 일인자 되더니 얼굴 아주 활짝 폈다? 아주 신나 죽겠나보지?
KETI_MULTIMODAL_0000000077_07.wav,neu,female,왜 그러세요
KETI_MULTIMODAL_0000000077_08.wav,neu,female,네가 왜 축의금을 걷고 있니?
KETI_MULTIMODAL_0000000077_09.wav,neu,male,네
KETI_MULTIMODAL_0000000077_010.wav,hap,female,잘 지냈어?
KETI_MULTIMODAL_0000000077_011.wav,neu,male,오셨어요?
KETI_MULTIMODAL_0000000078_00.wav,hap,female,"선호야, 너도 나가서 춤 좀 춰봐."
KETI_MULTIMODAL_0000000078_01.wav,hap,male,저는 춤 잘 못 추는데.
KETI_MULTIMODAL_0000000078_02.wav,ang,female,왜! 한 번 춰봐!
KETI_MULTIMODAL_0000000079_00.wav,neu,male,아이 그럼 임마 저 1년 넘게 그 몸 부대끼며 살았는데 오죽하겄냐 그런거지
KETI_MULTIMODAL_0000000079_01.wav,neu,male,아 그래 저 이거만 구워먹고 가져가
KETI_MULTIMODAL_0000000079_02.wav,neu,male,그놈의 정이 뭔지 같이 살땐 짜증나는 일도 많았는데 막상 정대리님 나간다니깐 마음이 섭섭하네요
KETI_MULTIMODAL_0000000079_03.wav,hap,male,네 부르스타 어? 어 어딨지 저기 안 보이는데
KETI_MULTIMODAL_0000000079_04.wav,neu,male,아유 아 뭐 삼겹살 구워 드시게요? 그냥 간단히 밥 한 끼 먹으면 되는데
KETI_MULTIMODAL_0000000079_05.wav,neu,male,아이 그래도 저 오늘부로 동거동락 마 쫑내는 날인데 아 섭하게 고기가 빠지면 스겄냐 스잘 저 부르스타 갖고와
KETI_MULTIMODAL_0000000079_06.wav,sur,male,아이 뭐 어 어디 짱박혔겠지 아 그냥 가스렌지에 구워먹죠
KETI_MULTIMODAL_0000000079_07.wav,hap,male,아이 가스렌지에 구워서 여기 갖고 오면 번거롭지 아유 어디 있을텐데
KETI_MULTIMODAL_0000000079_08.wav,neu,male,잠깐 과장님 여기 
KETI_MULTIMODAL_0000000080_00.wav,neu,male,고기 안 잘라 오셨네요 가위가 어딨지
KETI_MULTIMODAL_0000000080_01.wav,neu,male,야 스잘 잠깐만
KETI_MULTIMODAL_0000000081_00.wav,neu,male,아 어디가시게?
KETI_MULTIMODAL_0000000081_01.wav,neu,male,응? 가위까지 챙기셨어요? 
KETI_MULTIMODAL_0000000081_02.wav,ang,male,니가 잘 안쓰니까 그렇지 
KETI_MULTIMODAL_0000000081_03.wav,sur,male,아이 그거 얼마나 한다고 사다 쓰면 될걸
KETI_MULTIMODAL_0000000081_04.wav,neu,male,죄송해요
KETI_MULTIMODAL_0000000081_05.wav,neu,male,보면 몰라 임마 화장실 가잖아
KETI_MULTIMODAL_0000000081_06.wav,neu,male,먹고 떨어져라 임마 
KETI_MULTIMODAL_0000000081_07.wav,sur,male,아이 저 큰일 보실거면 잠깐 잠깐만요 아 이거 이거 가져 가져가세
KETI_MULTIMODAL_0000000081_08.wav,neu,male,아니 화장실 휴지까지 챙기신거예요? 어쩜 은혜 갚은 수기 이러실수 있어요?
KETI_MULTIMODAL_0000000082_00.wav,neu,male,개업 축하한다 이영애 디자인
KETI_MULTIMODAL_0000000082_01.wav,sur,female,어떻게 알았냐?
KETI_MULTIMODAL_0000000082_02.wav,neu,male,그냥 오며 가며
KETI_MULTIMODAL_0000000082_03.wav,dis,female,설마 그 그림 니가 보낸거야?
KETI_MULTIMODAL_0000000082_04.wav,neu,male,"어? 어 축하해주고 싶었어 어떻게든, 나보면 응당 불편해할 것 같아서 선물만 전했는데, 결국 이렇게 만났네. 같은 건물에서 지낸다 생각하니까 반갑더라"
KETI_MULTIMODAL_0000000082_05.wav,neu,female,뭐? 우리가 반가워할 사이는 아닌 것 같은데
KETI_MULTIMODAL_0000000082_06.wav,neu,male,"왜, 나는 너 한번쯤 보고싶었는데"
KETI_MULTIMODAL_0000000082_07.wav,neu,female,뭐?
KETI_MULTIMODAL_0000000082_08.wav,neu,male,영애야
KETI_MULTIMODAL_0000000082_09.wav,neu,female,니가 여긴 어떻게
KETI_MULTIMODAL_0000000082_010.wav,neu,male,실은 우리 회사도 이 건물이야
KETI_MULTIMODAL_0000000082_011.wav,neu,female,뭐?
KETI_MULTIMODAL_0000000082_012.wav,neu,male,"보고싶었어, 난 너"
KETI_MULTIMODAL_0000000083_00.wav,neu,male,왜 저는 안주세요?
KETI_MULTIMODAL_0000000083_01.wav,neu,male,아 먹다말고 왜 또 그래?
KETI_MULTIMODAL_0000000083_02.wav,ang,male,아유 그만들 좀 해
KETI_MULTIMODAL_0000000083_03.wav,neu,male,만두요 아니 인원수에 딱 맞게 3개 나온건데 2개 가져가시면 저는 뭐 먹어요?
KETI_MULTIMODAL_0000000083_04.wav,hap,female,미안 만두보니 눈이 뒤집혀서 왜? 한우때문에 자기한테 한우 사주느라 돈을 다 써서 이런 만두를 못 사 먹거든
KETI_MULTIMODAL_0000000083_05.wav,neu,male,아 진짜 씨
KETI_MULTIMODAL_0000000083_06.wav,ang,male,짜증나서요 왜? 한우때문에 대체 그놈의 한우 얘기를 언제까지 하실거에요?
KETI_MULTIMODAL_0000000083_07.wav,ang,female,뭐? 그놈의 한우? 지금 말 다했어?
KETI_MULTIMODAL_0000000083_08.wav,neu,female,뭐?
KETI_MULTIMODAL_0000000083_09.wav,neu,female,아니 제가 그 비싼 한우를 선물했는데 이깟 돼지고기 든 만두 하나 더 먹는다고 난리잖아요 
KETI_MULTIMODAL_0000000083_010.wav,neu,female,저 그게 정대리님 집들이 때 라부장님이 선물하신 한우요
KETI_MULTIMODAL_0000000084_00.wav,ang,male,그래 알았어 알겄고 니가 처 묵은거나 계산혀
KETI_MULTIMODAL_0000000084_01.wav,neu,female,똑바로해
KETI_MULTIMODAL_0000000084_02.wav,hap,male,사장님 아 제가 누차 말씀드리지만 집들이때는 어쩌다보니까 빠지신거지 제가 일부러 그런건 절대 아니거든
KETI_MULTIMODAL_0000000084_03.wav,neu,male,에?
KETI_MULTIMODAL_0000000084_04.wav,ang,male,아 나도 어찌다본께 1인분만 쏙 빼놓고 계산을 해버렸드라고 잉? 나도 일부러 그런건 아니여? 잉 
KETI_MULTIMODAL_0000000086_00.wav,neu,male,거 이름 짓지말고 그냥 있어보든가 금방 폐업 신고 할지도 모릉께
KETI_MULTIMODAL_0000000086_01.wav,neu,female,다들 우리 두사람 회사 창업했단 얘기는 들었죠?
KETI_MULTIMODAL_0000000086_02.wav,con,male,뭐여 또 뭐 자랑질이라도 할라그려?
KETI_MULTIMODAL_0000000086_03.wav,neu,female,그게 아니라 저희 회사이름 공모하려구요 누구랑은 다르게 우리 사장님은 통이 크셔서 아이디어 채택된 사람한테는 30만원 쏘신답니다 그쵸 사장님?
KETI_MULTIMODAL_0000000086_04.wav,neu,female,예 제가 쏘겠습니다
KETI_MULTIMODAL_0000000086_05.wav,neu,male,30만원? 돈 준다는데 응모들 해봐
KETI_MULTIMODAL_0000000086_06.wav,hap,female,"라이기획 어때요? 라과장님의 라, 이과장님의 이 성씨따서 라이기획"
KETI_MULTIMODAL_0000000086_07.wav,hap,female,뭐? 너 왜 내 이름은 빼? 난 없는 사람이니? 이게 끝까지 사람 무시하네
KETI_MULTIMODAL_0000000086_08.wav,hap,male,아 그게 아니라 이과장님이 사장님이라고 하셔서
KETI_MULTIMODAL_0000000087_00.wav,neu,female,병따개가 없네 저 여기요
KETI_MULTIMODAL_0000000087_01.wav,ang,female,됐어요
KETI_MULTIMODAL_0000000088_00.wav,hap,female,"야, 근데 선호야. 너 진짜 춤 잘 춘다."
KETI_MULTIMODAL_0000000088_01.wav,hap,male,그래요? 저거 보고 대충 따라 춘건데.
KETI_MULTIMODAL_0000000088_02.wav,hap,female,이게 무슨 대충이야.
KETI_MULTIMODAL_0000000088_03.wav,neu,male,"그러게요, 딱 봐도 대충 춘 건 아니더만. 너 솔직하게 얘기해봐, 연습해온거지, 그치?"
KETI_MULTIMODAL_0000000088_04.wav,hap,male,아닌데요.
KETI_MULTIMODAL_0000000088_05.wav,neu,male,아니기는! 애가 왜 이렇게 진실성이 없어?
KETI_MULTIMODAL_0000000088_06.wav,ang,female,"야! 진실성이 없음 어때, 춤 솜씨가 있는데? 너 우리 선호 괴롭힐거면 내가 썩 꺼지랬지, 가! 썩 꺼지라구, 춤도 못 추는게!"
KETI_MULTIMODAL_0000000088_07.wav,neu,female,"왜 그래요! 두식이도 제법 잘 추던데요, 뭘."
KETI_MULTIMODAL_0000000088_08.wav,hap,male,"아닙니다. 제가 라상무님께서 보시기에는 한참 모자란 것 같은데, 제가 더 잘 추도록 하겠습니다."
KETI_MULTIMODAL_0000000088_09.wav,ang,female,"잘 생겨지겠다, 춤도 잘 추겠다. 어휴, 내가 보기엔 네 말이야말로 진실성이라곤 찾아볼 수 없다, 정말."
KETI_MULTIMODAL_0000000090_00.wav,ang,female,"그래, 그 정도야. 나 이러고 살아. 그러니까 나한테 자꾸 연락하지마. 네 문자도 못본 걸로 할게. 우린 이미 끝난 사이고 내가 그런 데 감정 쏟을 여력이 없다, 보다시피."
KETI_MULTIMODAL_0000000090_01.wav,neu,male,나도 응당 실수했다 싶었어. 네 상황 뻔히 알면서 내 감정만 앞세운 거 미안하다. 없었던 일로 생각해줘.
KETI_MULTIMODAL_0000000090_02.wav,con,female,"이미 그렇게 생각하고 있거든? 참, 술은 다른 데 가서 마셔라."
KETI_MULTIMODAL_0000000090_03.wav,ang,female,"왜, 뭐?"
KETI_MULTIMODAL_0000000090_04.wav,neu,male,"아, 너 여기서 뭐하는 거야, 지금."
KETI_MULTIMODAL_0000000090_05.wav,sur,female,보면 몰라? 알바하잖아.
KETI_MULTIMODAL_0000000090_06.wav,sur,male,"아니, 알바를 왜 하냐고 회사 사장이."
KETI_MULTIMODAL_0000000090_07.wav,ang,female,"왜 하겠냐? 회사가 어려우니까 하지. 이렇게 해서라도 우리 애들 월급주려고 그런다, 왜?"
KETI_MULTIMODAL_0000000090_08.wav,dis,male,"아니, 너네 회사 그 정도였어?"
KETI_MULTIMODAL_0000000091_00.wav,neu,female,선호야 너도 가서 좀 도와줘
KETI_MULTIMODAL_0000000091_01.wav,hap,male,자자자 고기도 왔는데 한잔하자
KETI_MULTIMODAL_0000000091_02.wav,neu,male,아 왜 재밌잖아 자 그럼 우리 잘생긴 사람끼리 한 잔 할까? 아 그쪽은 못생긴 사람끼리 한 잔 하던지
KETI_MULTIMODAL_0000000091_03.wav,hap,male,아이 그럼 친했지 안그러냐 못생긴 친구?
KETI_MULTIMODAL_0000000091_04.wav,dis,male,맞아요 좀 심하세요
KETI_MULTIMODAL_0000000091_05.wav,hap,male,그러고 싶은데 냅두래요 자기가 다한다고
KETI_MULTIMODAL_0000000091_06.wav,neu,female,두식아 선호랑 같이 하지않고 왜?
KETI_MULTIMODAL_0000000091_07.wav,dis,male,얘한테는 뭐 불안해서 맡길 수가 있어야죠 뭐든 대충대충 실수나 하고 이정도면 대충이 아니라 멍충이아니에요?
KETI_MULTIMODAL_0000000091_08.wav,dis,male,심하긴요 어쩜 이렇게 매사에 대충대충인지 나는 회사일에 매진하려고 뭘 포기했는데
KETI_MULTIMODAL_0000000091_09.wav,neu,female,또 그소리야? 도대체 뭘 포기했는데 그래
KETI_MULTIMODAL_0000000091_010.wav,neu,male,아 아닙니다
KETI_MULTIMODAL_0000000091_011.wav,hap,female,그래 자자 건배 
