audio,7 emotion label,34 multi emotion label,7 ox,top 1 ox,top 3 ox,top 5 ox,7 emotion,7 prob,top 1 emotion,top 1 prob,top 3 emotion,top 3 prob,top 5 emotion,top 5 prob,top 1 ox (mapping 7),top 1 emotion (mapping 7),top 3 ox (mapping 7),top 3 emotion (mapping 7),top 5 ox (mapping 7),top 5 emotion (mapping 7)
studio_a_01774.wav,두려움,싫음 두려움 불안,O,O,O,O,0.7313843369483948,두려움,싫음,0.3926,싫음 짜증남 중립,0.3926 0.2383 0.1457,분노 싫음 짜증남 안타까움 중립,0.0476 0.3926 0.2383 0.0324 0.1457,X,싫음,X,싫음 중립,X,분노 싫음 슬픔 중립
studio_a_08342.wav,두려움,당황 놀람,O,X,X,O,0.7579867243766785,두려움,중립,0.2434,싫음 짜증남 중립,0.2080 0.1173 0.2434,싫음 짜증남 불안 당황 중립,0.2080 0.1173 0.0683 0.0820 0.2434,X,중립,X,싫음 중립,O,싫음 두려움 중립
studio_a_09946.wav,두려움,두려움 불안 슬픔 안타까움,O,X,O,O,0.4988000690937042,두려움,싫음,0.2621,싫음 짜증남 슬픔,0.2621 0.1772 0.1162,싫음 짜증남 슬픔 안타까움 괴로움,0.2621 0.1772 0.1162 0.0940 0.0621,X,싫음,X,싫음 슬픔,X,싫음 슬픔
studio_a_03289.wav,두려움,싫음,O,X,O,O,0.6388280987739563,두려움,중립,0.5071,싫음 짜증남 중립,0.1905 0.0914 0.5071,싫음 짜증남 당황 안타까움 중립,0.1905 0.0914 0.0375 0.0309 0.5071,X,중립,X,싫음 중립,O,싫음 두려움 슬픔 중립
studio_a_04736.wav,두려움,놀람,O,X,O,O,0.5593366026878357,두려움,당황,0.2830,싫음 당황 놀람,0.1241 0.2830 0.2750,싫음 짜증남 불안 당황 놀람,0.1241 0.0880 0.0527 0.2830 0.2750,O,두려움,O,싫음 두려움 놀람,O,싫음 두려움 놀람
studio_a_10173.wav,두려움,불안 안타까움,O,X,X,O,0.6716277003288269,두려움,싫음,0.1606,싫음 짜증남 당황,0.1606 0.1040 0.1131,싫음 짜증남 당황 슬픔 안타까움,0.1606 0.1040 0.1131 0.1015 0.0973,X,싫음,O,싫음 두려움,O,싫음 두려움 슬픔
studio_a_00195.wav,두려움,싫음 안타까움,X,O,O,O,0.32458311319351196,분노,싫음,0.3857,분노 싫음 짜증남,0.0856 0.3857 0.2874,분노 싫음 짜증남 당황 놀람,0.0856 0.3857 0.2874 0.0667 0.0458,X,싫음,X,분노 싫음,O,분노 싫음 두려움 놀람
studio_a_05789.wav,두려움,중립,O,X,X,O,0.5184710621833801,두려움,싫음,0.3374,싫음 짜증남 당황,0.3374 0.2470 0.0823,분노 싫음 짜증남 당황 중립,0.0802 0.3374 0.2470 0.0823 0.0799,X,싫음,O,싫음 두려움,O,분노 싫음 두려움 중립
studio_a_02943.wav,두려움,두려움 불안,O,X,X,X,0.9035016298294067,두려움,싫음,0.3078,싫음 짜증남 당황,0.3078 0.2254 0.1233,분노 싫음 짜증남 당황 놀람,0.0623 0.3078 0.2254 0.1233 0.0633,X,싫음,O,싫음 두려움,O,분노 싫음 두려움 놀람
studio_a_01689.wav,두려움,불안,O,X,X,O,0.5112569332122803,두려움,싫음,0.2444,싫음 짜증남 당황,0.2444 0.1722 0.1577,싫음 짜증남 불안 당황 놀람,0.2444 0.1722 0.0665 0.1577 0.0845,X,싫음,O,싫음 두려움,O,싫음 두려움 놀람
studio_a_06555.wav,두려움,중립,O,O,O,O,0.7031605839729309,두려움,중립,0.2018,싫음 당황 중립,0.1833 0.1390 0.2018,싫음 짜증남 당황 놀람 중립,0.1833 0.1196 0.1390 0.0921 0.2018,X,중립,O,싫음 두려움 중립,O,싫음 두려움 놀람 중립
studio_a_03366.wav,두려움,두려움 불안,O,X,X,X,0.6556977033615112,두려움,싫음,0.2114,싫음 짜증남 당황,0.2114 0.1491 0.1647,싫음 짜증남 당황 놀람 중립,0.2114 0.1491 0.1647 0.1117 0.0802,X,싫음,O,싫음 두려움,O,싫음 두려움 놀람 중립
studio_a_05667.wav,두려움,싫음,O,O,O,O,0.6013414263725281,두려움,싫음,0.2640,싫음 짜증남 당황,0.2640 0.1852 0.0946,싫음 짜증남 불안 당황 안타까움,0.2640 0.1852 0.0642 0.0946 0.0572,X,싫음,O,싫음 두려움,O,싫음 두려움 슬픔
studio_a_03926.wav,두려움,분노 싫음,O,O,O,O,0.8285093903541565,두려움,싫음,0.3765,분노 싫음 짜증남,0.0719 0.3765 0.2640,분노 싫음 짜증남 당황 중립,0.0719 0.3765 0.2640 0.0577 0.0573,X,싫음,X,분노 싫음,O,분노 싫음 두려움 중립
studio_a_04148.wav,두려움,싫음,O,X,X,O,0.8755801916122437,두려움,중립,0.2491,당황 놀람 중립,0.2006 0.1436 0.2491,싫음 짜증남 당황 놀람 중립,0.1211 0.0686 0.2006 0.1436 0.2491,X,중립,O,두려움 놀람 중립,O,싫음 두려움 놀람 중립
studio_a_00040.wav,두려움,중립,O,X,O,O,0.8233221769332886,두려움,당황,0.2310,당황 놀람 중립,0.2310 0.1549 0.0993,싫음 불안 당황 놀람 중립,0.0899 0.0903 0.2310 0.1549 0.0993,O,두려움,O,두려움 놀람 중립,O,싫음 두려움 놀람 중립
studio_a_04043.wav,두려움,싫음 짜증남,O,O,O,O,0.7591080665588379,두려움,싫음,0.3622,싫음 짜증남 당황,0.3622 0.2573 0.0930,분노 싫음 짜증남 당황 중립,0.0615 0.3622 0.2573 0.0930 0.0471,X,싫음,O,싫음 두려움,O,분노 싫음 두려움 중립
studio_a_06975.wav,두려움,분노 미워함 짜증남,O,X,X,O,0.606768786907196,두려움,놀람,0.3238,싫음 당황 놀람,0.0924 0.2814 0.3238,싫음 짜증남 불안 당황 놀람,0.0924 0.0701 0.0527 0.2814 0.3238,X,놀람,O,싫음 두려움 놀람,O,싫음 두려움 놀람
studio_a_09322.wav,두려움,당황 놀람,O,O,O,O,0.8296631574630737,두려움,놀람,0.4520,싫음 당황 놀람,0.0425 0.2993 0.4520,싫음 짜증남 불안 당황 놀람,0.0425 0.0302 0.0402 0.2993 0.4520,X,놀람,O,싫음 두려움 놀람,O,싫음 두려움 놀람
studio_a_02007.wav,두려움,놀람,X,X,X,X,0.40407633781433105,싫음,싫음,0.3217,싫음 짜증남 중립,0.3217 0.2050 0.1961,분노 싫음 짜증남 당황 중립,0.0447 0.3217 0.2050 0.0393 0.1961,X,싫음,X,싫음 중립,O,분노 싫음 두려움 중립
studio_a_03039.wav,두려움,분노 싫음,X,O,O,O,0.6175143122673035,싫음,싫음,0.3332,싫음 짜증남 중립,0.3332 0.1940 0.2588,분노 싫음 짜증남 안타까움 중립,0.0328 0.3332 0.1940 0.0296 0.2588,X,싫음,X,싫음 중립,X,분노 싫음 슬픔 중립
studio_a_07924.wav,두려움,짜증남,O,X,O,O,0.5219761729240417,두려움,당황,0.1706,싫음 짜증남 당황,0.1631 0.1143 0.1706,싫음 짜증남 불안 당황 놀람,0.1631 0.1143 0.0801 0.1706 0.0903,O,두려움,O,싫음 두려움,O,싫음 두려움 놀람
studio_a_04050.wav,두려움,싫음 짜증남,O,O,O,O,0.3017553389072418,두려움,싫음,0.1295,싫음 즐거움 중립,0.1295 0.0824 0.0994,싫음 짜증남 기쁨 즐거움 중립,0.1295 0.0789 0.0749 0.0824 0.0994,X,싫음,X,싫음 행복 중립,X,싫음 행복 중립
studio_a_07913.wav,두려움,당황 놀람,O,X,O,O,0.46281698346138,두려움,싫음,0.2732,싫음 짜증남 놀람,0.2732 0.2254 0.1426,분노 싫음 짜증남 당황 놀람,0.0986 0.2732 0.2254 0.1397 0.1426,X,싫음,X,싫음 놀람,O,분노 싫음 두려움 놀람
studio_a_06143.wav,두려움,싫음 짜증남,X,X,X,X,0.7722307443618774,행복,기쁨,0.2825,행복 기쁨 즐거움,0.1957 0.2825 0.2486,행복 기쁨 즐거움 만족 중립,0.1957 0.2825 0.2486 0.1441 0.0335,X,행복,X,행복,X,행복 중립
studio_a_05798.wav,두려움,싫음,O,X,O,O,0.420405775308609,두려움,중립,0.3899,싫음 당황 중립,0.0982 0.0965 0.3899,싫음 불안 당황 안타까움 중립,0.0982 0.0643 0.0965 0.0687 0.3899,X,중립,O,싫음 두려움 중립,O,싫음 두려움 슬픔 중립
studio_a_05413.wav,두려움,중립,X,X,O,O,0.47326013445854187,싫음,싫음,0.2337,싫음 짜증남 중립,0.2337 0.1269 0.1770,싫음 짜증남 슬픔 안타까움 중립,0.2337 0.1269 0.1205 0.1178 0.1770,X,싫음,X,싫음 중립,X,싫음 슬픔 중립
studio_a_05191.wav,두려움,두려움 불안,O,X,X,O,0.838061511516571,두려움,당황,0.2629,싫음 당황 놀람,0.1127 0.2629 0.1965,싫음 불안 당황 놀람 중립,0.1127 0.0762 0.2629 0.1965 0.0726,O,두려움,O,싫음 두려움 놀람,O,싫음 두려움 놀람 중립
studio_a_07494.wav,두려움,두려움 불안,O,X,X,O,0.9001337885856628,두려움,슬픔,0.1464,당황 슬픔 안타까움,0.1214 0.1464 0.1300,싫음 불안 당황 슬픔 안타까움,0.1020 0.0890 0.1214 0.1464 0.1300,X,슬픔,O,두려움 슬픔,O,싫음 두려움 슬픔
studio_a_07184.wav,두려움,중립,O,X,X,X,0.528659462928772,두려움,싫음,0.3511,분노 싫음 짜증남,0.1033 0.3511 0.2826,분노 싫음 짜증남 당황 놀람,0.1033 0.3511 0.2826 0.0693 0.0478,X,싫음,X,분노 싫음,O,분노 싫음 두려움 놀람
studio_a_08547.wav,두려움,당황,O,X,X,X,0.32172712683677673,두려움,싫음,0.3399,싫음 짜증남 안타까움,0.3399 0.2260 0.0610,분노 싫음 짜증남 안타까움 중립,0.0586 0.3399 0.2260 0.0610 0.0576,X,싫음,X,싫음 슬픔,X,분노 싫음 슬픔 중립
studio_a_07922.wav,두려움,당황 놀람,O,O,O,O,0.8242529630661011,두려움,당황,0.2512,싫음 당황 놀람,0.1401 0.2512 0.1538,싫음 짜증남 불안 당황 놀람,0.1401 0.0925 0.0832 0.2512 0.1538,O,두려움,O,싫음 두려움 놀람,O,싫음 두려움 놀람
studio_a_05800.wav,두려움,싫음,O,X,O,O,0.324118047952652,두려움,중립,0.1945,싫음 당황 중립,0.1742 0.1649 0.1945,싫음 짜증남 당황 놀람 중립,0.1742 0.1035 0.1649 0.0991 0.1945,X,중립,O,싫음 두려움 중립,O,싫음 두려움 놀람 중립
studio_a_09123.wav,두려움,싫음 불안,O,O,O,O,0.5880783796310425,두려움,싫음,0.3389,싫음 짜증남 슬픔,0.3389 0.2399 0.0726,분노 싫음 짜증남 슬픔 안타까움,0.0516 0.3389 0.2399 0.0726 0.0676,X,싫음,X,싫음 슬픔,X,분노 싫음 슬픔
studio_a_01384.wav,두려움,중립,O,X,X,O,0.5020586848258972,두려움,싫음,0.2033,싫음 당황 놀람,0.2033 0.1829 0.1978,싫음 짜증남 당황 놀람 중립,0.2033 0.1326 0.1829 0.1978 0.1004,X,싫음,O,싫음 두려움 놀람,O,싫음 두려움 놀람 중립
studio_a_03037.wav,두려움,분노 짜증남,O,X,O,O,0.26675888895988464,두려움,싫음,0.3561,싫음 짜증남 중립,0.3561 0.1985 0.2648,분노 싫음 짜증남 안타까움 중립,0.0358 0.3561 0.1985 0.0202 0.2648,X,싫음,X,싫음 중립,X,분노 싫음 슬픔 중립
studio_a_03722.wav,두려움,당황 놀람,O,X,X,O,0.49710187315940857,두려움,싫음,0.2854,싫음 짜증남 중립,0.2854 0.1703 0.2590,싫음 짜증남 불안 당황 중립,0.2854 0.1703 0.0434 0.0463 0.2590,X,싫음,X,싫음 중립,O,싫음 두려움 중립
studio_a_03810.wav,두려움,슬픔 안타까움,O,X,X,X,0.7320085763931274,두려움,당황,0.2403,싫음 당황 놀람,0.1449 0.2403 0.2375,싫음 짜증남 당황 놀람 중립,0.1449 0.0987 0.2403 0.2375 0.1062,O,두려움,O,싫음 두려움 놀람,O,싫음 두려움 놀람 중립
studio_a_01265.wav,두려움,놀람,O,X,X,O,0.8026792407035828,두려움,싫음,0.2931,분노 싫음 짜증남,0.0936 0.2931 0.2389,분노 싫음 짜증남 당황 놀람,0.0936 0.2931 0.2389 0.0905 0.0580,X,싫음,X,분노 싫음,O,분노 싫음 두려움 놀람
studio_a_10058.wav,두려움,미워함 짜증남,O,X,O,O,0.820598304271698,두려움,싫음,0.2722,싫음 짜증남 당황,0.2722 0.2045 0.1539,분노 싫음 짜증남 당황 놀람,0.0626 0.2722 0.2045 0.1539 0.0846,X,싫음,O,싫음 두려움,O,분노 싫음 두려움 놀람
studio_a_04364.wav,두려움,싫음 당황,O,O,O,O,0.43213534355163574,두려움,싫음,0.2874,싫음 짜증남 당황,0.2874 0.2351 0.1321,분노 싫음 짜증남 당황 놀람,0.0945 0.2874 0.2351 0.1321 0.1235,X,싫음,O,싫음 두려움,O,분노 싫음 두려움 놀람
studio_a_08025.wav,두려움,싫음 짜증남,O,X,O,O,0.9256834387779236,두려움,당황,0.2859,싫음 당황 놀람,0.0950 0.2859 0.2455,싫음 불안 당황 놀람 중립,0.0950 0.0699 0.2859 0.2455 0.0788,O,두려움,O,싫음 두려움 놀람,O,싫음 두려움 놀람 중립
studio_a_01847.wav,두려움,두려움 불안 당황,O,X,X,X,0.37628716230392456,두려움,기쁨,0.1932,기쁨 즐거움 만족,0.1932 0.1818 0.1525,행복 기쁨 즐거움 만족 중립,0.1327 0.1932 0.1818 0.1525 0.0742,X,행복,X,행복,X,행복 중립
studio_a_03632.wav,두려움,당황 놀람,O,X,O,O,0.8040114045143127,두려움,싫음,0.2987,싫음 짜증남 당황,0.2987 0.2404 0.1092,분노 싫음 짜증남 당황 놀람,0.0890 0.2987 0.2404 0.1092 0.0664,X,싫음,O,싫음 두려움,O,분노 싫음 두려움 놀람
studio_a_04052.wav,두려움,싫음 당황,X,O,O,O,0.375176340341568,슬픔,싫음,0.1904,싫음 짜증남 중립,0.1904 0.1296 0.0976,싫음 짜증남 슬픔 안타까움 중립,0.1904 0.1296 0.0761 0.0845 0.0976,X,싫음,X,싫음 중립,X,싫음 슬픔 중립
studio_a_06873.wav,두려움,당황 놀람,O,X,O,O,0.7131780982017517,두려움,중립,0.2258,당황 놀람 중립,0.2033 0.1622 0.2258,싫음 불안 당황 놀람 중립,0.1072 0.0707 0.2033 0.1622 0.2258,X,중립,O,두려움 놀람 중립,O,싫음 두려움 놀람 중립
studio_a_04460.wav,두려움,안타까움,X,X,O,O,0.615700900554657,슬픔,중립,0.4077,싫음 안타까움 중립,0.0913 0.1017 0.4077,싫음 불안 슬픔 안타까움 중립,0.0913 0.0541 0.0899 0.1017 0.4077,X,중립,X,싫음 슬픔 중립,O,싫음 두려움 슬픔 중립
studio_a_01510.wav,두려움,싫음,O,X,O,O,0.7119477987289429,두려움,중립,0.3009,싫음 짜증남 중립,0.2511 0.1547 0.3009,싫음 짜증남 당황 놀람 중립,0.2511 0.1547 0.0660 0.0410 0.3009,X,중립,X,싫음 중립,O,싫음 두려움 놀람 중립
studio_a_07604.wav,두려움,놀람,O,X,O,O,0.8303457498550415,두려움,당황,0.1911,싫음 당황 놀람,0.1007 0.1911 0.1129,싫음 불안 당황 안타까움 놀람,0.1007 0.0872 0.1911 0.0796 0.1129,O,두려움,O,싫음 두려움 놀람,O,싫음 두려움 슬픔 놀람
studio_a_06865.wav,두려움,분노 싫음 짜증남,X,O,O,O,0.6156489849090576,분노,싫음,0.3499,분노 싫음 짜증남,0.0978 0.3499 0.2708,분노 싫음 짜증남 당황 놀람,0.0978 0.3499 0.2708 0.0825 0.0794,X,싫음,X,분노 싫음,O,분노 싫음 두려움 놀람
studio_a_02658.wav,두려움,중립,O,O,O,O,0.45674046874046326,두려움,중립,0.1780,싫음 당황 중립,0.1327 0.1696 0.1780,싫음 불안 당황 놀람 중립,0.1327 0.0782 0.1696 0.0950 0.1780,X,중립,O,싫음 두려움 중립,O,싫음 두려움 놀람 중립
studio_a_02576.wav,두려움,중립,X,O,O,O,0.479417622089386,중립,중립,0.4958,싫음 짜증남 중립,0.2148 0.1045 0.4958,싫음 짜증남 슬픔 안타까움 중립,0.2148 0.1045 0.0245 0.0396 0.4958,X,중립,X,싫음 중립,X,싫음 슬픔 중립
studio_a_06770.wav,두려움,분노 싫음 미워함 슬픔,O,O,O,O,0.8736571669578552,두려움,싫음,0.1488,싫음 슬픔 안타까움,0.1488 0.1319 0.1063,싫음 짜증남 슬픔 안타까움 괴로움,0.1488 0.1027 0.1319 0.1063 0.0805,X,싫음,X,싫음 슬픔,X,싫음 슬픔
studio_a_01501.wav,두려움,당황 놀람,O,X,X,O,0.6428703665733337,두려움,싫음,0.3307,분노 싫음 짜증남,0.1137 0.3307 0.2676,분노 싫음 짜증남 당황 놀람,0.1137 0.3307 0.2676 0.0670 0.0600,X,싫음,X,분노 싫음,O,분노 싫음 두려움 놀람
studio_a_09635.wav,두려움,슬픔 괴로움,O,X,X,X,0.46579688787460327,두려움,중립,0.5551,싫음 짜증남 중립,0.1389 0.0704 0.5551,싫음 짜증남 불안 당황 중립,0.1389 0.0704 0.0319 0.0469 0.5551,X,중립,X,싫음 중립,O,싫음 두려움 중립
studio_a_06553.wav,두려움,중립,O,O,O,O,0.7285251021385193,두려움,중립,0.3338,싫음 당황 중립,0.1368 0.1383 0.3338,싫음 짜증남 당황 놀람 중립,0.1368 0.0768 0.1383 0.0930 0.3338,X,중립,O,싫음 두려움 중립,O,싫음 두려움 놀람 중립
studio_a_00739.wav,두려움,싫음,O,O,O,O,0.8572812080383301,두려움,싫음,0.2893,싫음 짜증남 중립,0.2893 0.2183 0.0996,분노 싫음 짜증남 당황 중립,0.0721 0.2893 0.2183 0.0886 0.0996,X,싫음,X,싫음 중립,O,분노 싫음 두려움 중립
studio_a_06456.wav,두려움,두려움 불안 당황 놀람,O,X,O,O,0.6869441866874695,두려움,싫음,0.2873,싫음 짜증남 당황,0.2873 0.2006 0.0904,싫음 짜증남 불안 당황 안타까움,0.2873 0.2006 0.0621 0.0904 0.0575,X,싫음,O,싫음 두려움,O,싫음 두려움 슬픔
studio_a_09642.wav,두려움,당황 놀람,O,O,O,O,0.47494184970855713,두려움,놀람,0.3321,싫음 당황 놀람,0.0845 0.2789 0.3321,싫음 짜증남 불안 당황 놀람,0.0845 0.0632 0.0505 0.2789 0.3321,X,놀람,O,싫음 두려움 놀람,O,싫음 두려움 놀람
studio_a_02578.wav,두려움,중립,O,X,X,X,0.5090292692184448,두려움,싫음,0.1693,싫음 짜증남 당황,0.1693 0.1158 0.1102,싫음 짜증남 당황 슬픔 안타까움,0.1693 0.1158 0.1102 0.0891 0.0909,X,싫음,O,싫음 두려움,O,싫음 두려움 슬픔
studio_a_02456.wav,두려움,중립,O,X,X,X,0.5446404218673706,두려움,싫음,0.4097,분노 싫음 짜증남,0.0914 0.4097 0.3132,분노 싫음 짜증남 슬픔 안타까움,0.0914 0.4097 0.3132 0.0229 0.0271,X,싫음,X,분노 싫음,X,분노 싫음 슬픔
studio_a_05404.wav,두려움,중립,X,X,X,O,0.702869176864624,분노,싫음,0.4637,분노 싫음 짜증남,0.0717 0.4637 0.3390,분노 싫음 짜증남 당황 중립,0.0717 0.4637 0.3390 0.0186 0.0306,X,싫음,X,분노 싫음,O,분노 싫음 두려움 중립
studio_a_01604.wav,두려움,당황,X,X,X,X,0.5829647183418274,슬픔,중립,0.3959,싫음 짜증남 중립,0.2294 0.1097 0.3959,싫음 짜증남 슬픔 안타까움 중립,0.2294 0.1097 0.0389 0.0566 0.3959,X,중립,X,싫음 중립,X,싫음 슬픔 중립
studio_a_01606.wav,두려움,싫음 슬픔 실망,X,X,O,O,0.33151882886886597,슬픔,중립,0.3564,싫음 당황 중립,0.1078 0.0669 0.3564,싫음 짜증남 당황 안타까움 중립,0.1078 0.0582 0.0669 0.0511 0.3564,X,중립,O,싫음 두려움 중립,O,싫음 두려움 슬픔 중립
studio_a_00547.wav,두려움,당황,O,X,X,X,0.6386083364486694,두려움,싫음,0.4200,분노 싫음 짜증남,0.0896 0.4200 0.3132,분노 싫음 짜증남 안타까움 중립,0.0896 0.4200 0.3132 0.0187 0.0487,X,싫음,X,분노 싫음,X,분노 싫음 슬픔 중립
studio_a_10275.wav,두려움,슬픔 안타까움,O,X,X,O,0.4656774401664734,두려움,중립,0.1869,기쁨 즐거움 중립,0.0879 0.0949 0.1869,기쁨 즐거움 만족 안타까움 중립,0.0879 0.0949 0.0877 0.0825 0.1869,X,중립,X,행복 중립,X,행복 슬픔 중립
studio_a_01108.wav,두려움,중립,X,X,O,O,0.43129658699035645,싫음,싫음,0.2424,싫음 짜증남 중립,0.2424 0.1579 0.1274,싫음 짜증남 불안 당황 중립,0.2424 0.1579 0.0577 0.0809 0.1274,X,싫음,X,싫음 중립,O,싫음 두려움 중립
studio_a_10267.wav,두려움,분노 싫음 짜증남,O,O,O,O,0.8370731472969055,두려움,싫음,0.3549,분노 싫음 짜증남,0.0619 0.3549 0.2444,분노 싫음 짜증남 안타까움 중립,0.0619 0.3549 0.2444 0.0481 0.0537,X,싫음,X,분노 싫음,X,분노 싫음 슬픔 중립
studio_a_05415.wav,두려움,슬픔 안타까움,X,X,X,X,0.4201360046863556,행복,기쁨,0.2335,행복 기쁨 즐거움,0.1902 0.2335 0.2304,행복 기쁨 즐거움 설렘 만족,0.1902 0.2335 0.2304 0.0266 0.1310,X,행복,X,행복,X,행복
studio_a_00650.wav,두려움,싫음 짜증남,O,X,O,O,0.8679678440093994,두려움,당황,0.1819,싫음 당황 놀람,0.1217 0.1819 0.1076,싫음 짜증남 불안 당황 놀람,0.1217 0.0903 0.0872 0.1819 0.1076,O,두려움,O,싫음 두려움 놀람,O,싫음 두려움 놀람
studio_a_09224.wav,두려움,당황,X,X,X,X,0.5878978371620178,슬픔,중립,0.4903,싫음 안타까움 중립,0.1391 0.0766 0.4903,싫음 짜증남 슬픔 안타까움 중립,0.1391 0.0630 0.0628 0.0766 0.4903,X,중립,X,싫음 슬픔 중립,X,싫음 슬픔 중립
